source,ticker,source_url,match_kind,search_term,matched_text,review_status,review_reason,confidence_score,mention_type,context
nih_reporter_s10,A,https://reporter.nih.gov/project-details/10631386,company_alias,Varian,Varian,review_single_word_company_alias,single_word_company_alias; low_confidence_score,0.57,methods_use,"sting cabinet irradiators which are the preclinical equivalent of clinical radiation oncology from 50 years ago. This scenario is in stark contrast the UAB department of radiation oncology which is a world leader in clinical radiation treatment delivery having been part of many “firsts” including first clinical use of Varian RapidArc (volumetric modulated arc therapy), first intrafraction motion review (“triggered imaging”) for lung cancer radiosurgery in the world, first adaptive Varian Ethos radiation, first North American treatment using Varian HyperArc (Automated multiple target radiosurgery optimization and delivery) co-developed by"
nih_reporter_s10,A,https://reporter.nih.gov/project-details/10440662,company_alias,Varian,Varian,review_single_word_company_alias,single_word_company_alias; low_confidence_score,0.57,benchmark_or_validation,"g delivery scientists, and a molecular imaging methodologist with biological applications. The requested equipment is for a Bruker Neo 500 console with liquid nitrogen cooled cryoprobe and automatic sample changer. The requested upgrade equipment is critical because all of the NMR instruments in the facility are aging Varian spectrometers that have never been upgraded and are no longer supported by the vendor. None of the instruments currently have cryoprobes, and hence the sensitivity is limited, especially for the many routine 13C acquisitions that are needed for small molecule NMR. The work in the School of Pharmacy’s NMR Facility is h"
nih_reporter_s10,A,https://reporter.nih.gov/project-details/10431284,company_alias,Varian,Varian,review_single_word_company_alias,single_word_company_alias; low_confidence_score,0.57,methods_use,"Neo 2-channel 600 MHz NMR spectrometer with a BBFO CryoProbe and a SampleCase automation device, to be housed in the NMR Facility at the Barnett Institute of Northeastern University. This versatile configuration will transform the capabilities of the two aging and oversubscribed instruments in our NMR core, a 500 MHz Varian INOVA and a 400 MHz Varian Mercury Plus, to meet rapidly increasing demands for chemical and biological structural analysis. The cutting-edge CryoProbe and automation capabilities of the requested 600 MHz NMR will enable a range of innovative projects at the forefront of interdisciplinary biomedical research, leaving"
nih_reporter_s10,WAT,https://reporter.nih.gov/project-details/10853279,product,Andrew+,Andrew,review_single_word_product,single_word_product_or_brand; low_confidence_score,0.65,methods_use,s (CIID). This instrument will modernize this Imaging Platform by replacing an aging LSM 780 confocal microscope that is no longer fully supported by its manufacturer Zeiss as of 2022. The CIID Imaging Platform is directed by Dr. Thorsten Mempel (since 2007) with support by the microscopy equipment manager Dr. Natalie Andrew (since 2019). In addition to the LSM 780 and a Zeiss Axioscan slide scanner it includes a Bruker Ultima IV multiphoton microscope and an Olympus MPE-RS multiphoton microscope. The CIID is a nexus for investigators with interest in Immunology and its Imaging Platform has a wide user base not only from CIID laboratories
nih_reporter_s10,WAT,https://reporter.nih.gov/project-details/10632179,company_alias,Waters,Waters,review_single_word_company_alias,single_word_company_alias; low_confidence_score,0.57,benchmark_or_validation,"MS for Quantitative Targeted Proteomics Project Summary/Abstract: This request, as a resubmission from UNC Chapel Hill, is for an upgrade from an older nanoLC-MS/MS, a Sciex 5500 QTRAP, that was acquired in 2008 with a SIG. A microLC-MS/MS triple quadrupole is requested, the Sciex 7500 QTRAP Ready that is coupled to a Waters M-Class microLC. This upgrade will increase peptide sensitivity relative to the 5500 by approximately 40-fold and permit faster throughput. Our laboratory has operated the Sciex 5500 coupled with a Waters NanoAcquitity for about 13 years, over time building an extensive group of collaborators within the Schools of Pha"
nih_reporter_s10,MTD,https://reporter.nih.gov/project-details/11337601,product,OptiMax,OptiMAX,review_single_word_product,single_word_product_or_brand; low_confidence_score,0.68,benchmark_or_validation,"(NDAA), which calls for the elimination of all cesium- based irradiators in the U.S. by December 31, 2027, to mitigate national security risks associated with high- activity radioactive sources. We are therefore proposing to replace our aging and unsupported irradiator technology with a modern X-RAD 320 equipped with OptiMAX imaging. This state-of-the-art instrument offers advanced imaging capabilities, enabling precise targeting of radiation delivery to biological tissues. It will support current studies with improved accuracy, allow for the development of new experimental designs, and reduce labor requirements for existing protocols. Ad"
nih_reporter_s10,BRKR,https://reporter.nih.gov/project-details/11097730,company_alias,Canopy Biosciences,Canopy Biosciences,review_low_confidence,low_confidence_score,0.6699999999999999,methods_use,"CellScape ChipCytometry System for High-Parameter Cellular Phenotyping Project Summary/Abstract This request is for funds to purchase a Canopy Biosciences CellScape instrument to fill a critical void in highly multiplexed spatial biology capabilities, becoming the only instrument of its kind on the Wayne State University (WSU) campus. The purchase of this instrument will directly support scientific advancement of NIH-funded research in cancer, metabolic disorders, and i"
nih_reporter_s10,BRKR,https://reporter.nih.gov/project-details/11097596,company_alias,Bruker,Bruker,review_single_word_company_alias,single_word_company_alias,0.9299999999999999,generic_mention,"nvironmental assessment of heavy metals; however, much of the specialized equipment is becoming antiquated and not well suited to the interests of the program’s biomedically-focused students. Therefore, the vision of the program is to revitalize its infrastructure through the acquisition of a key piece of equipment: a Bruker D6 Phaser X-Ray Diffractometer (XRD) along with accessory stages to characterize small, air-sensitive samples and samples undergoing phase transitions with temperature variation. This powerful benchtop XRD requires relatively minimal maintenance over a long lifespan and is user friendly for undergraduates; thus, provi"
nih_reporter_s10,BRKR,https://reporter.nih.gov/project-details/10412265,company_alias,Luxendo,Luxendo,review_single_word_company_alias,single_word_company_alias; low_confidence_score,0.59,generic_mention,Acquisition of a Luxendo MuVi Light Sheet Microscope for the University of Rochester Light Microscopy Shared Resource Laboratories ABSTRACT This proposal seeks to obtain a Luxendo MuVi Light Sheet Microscope (LSM) with an environmental control unit to be housed in the Light Microscopy Shared Resource Labs (SRLs) of the University of Rochester
nih_reporter_s10,BRKR,https://reporter.nih.gov/project-details/10868302,product,CosMx,CosMx,review_single_word_product,single_word_product_or_brand; low_confidence_score,0.68,generic_mention,"Spatial Molecular Imager for Single Cell Imaging PROJECT SUMMARY/ABSTRACT We are requesting funds for a NanoString CosMx Single Molecule Imager (SMI) to support spatial -omics in the Institute of Genomic Medicine (IGM) Genomics Center at the University of California, San Diego (UC San Diego). The CosMx SMI will be placed in the IGM Genomics Center, a campus-wide core facility managed by the IGM. The highly trained staff of the Genomics"
nih_reporter_s10,BRKR,https://reporter.nih.gov/project-details/10646814,product,CosMx,CosMx,review_single_word_product,single_word_product_or_brand,0.7300000000000001,benchmark_or_validation,"nstrument for tissue samples thus exceeds the capabilities of flow cytometry and single-cell RNA sequencing that require dissociated cells, and traditional immunohistochemistry/in situ hybridization (IHC/ISH) approaches that are limited in the number of analytes that can be interrogated at one time. The ability of the CosMx SMI platform to bridge the gap between high plex, high throughput, and high resolution will transform the research of several PENN investigators; it will be utilized to elucidate and map cell types, generate cell atlases, analyze cell- cell interactions, and discover single-cell biomarkers. The research projects that"
nih_reporter_s10,BRKR,https://reporter.nih.gov/project-details/10632423,product,CosMx,CosMx,review_single_word_product,single_word_product_or_brand,0.7300000000000001,benchmark_or_validation,"ellular and subcellular resolution using tissue samples collected at Northwestern University (NU) and within the greater Chicago area. This is an integrated system with mature cyclic in situ hybridization chemistry, an ultra-high-resolution imaging readout, and interactive data analysis and visualization software. The CosMx™ SMI platform enables the simultaneous quantification and visualization of up to 1,000 RNA and 100 validated protein analytes, allowing cell typing and discovery, neighborhood clustering, phenotyping of the tissue microenvironment and differential expression analysis of cell types and subsets based on spatial location"
